Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Toyota,F-150,SE,Petrol,Needs Replacement,2024.0,Third,56-697-3994,160715.0,836701.0,Automatic,Black,Major Service at 112232 km,No Current Insurance,Available,"Sunroof, Music System"
Kia,Elantra,RXE,Diesel,New,2023.0,Third,43-697-2212,93569.0,362989.0,Automatic (Tiptronic),Maroon,Major Service at 88032 km,Valid Until [date],Not Available,Alloy Wheels
Volkswagen,Seltos,XL,Petrol,Used,2018.0,Third,38-592-1544,55947.0,283772.0,Manual,Gold,No Service Record,Valid Until [date],Available,"Music System, Sunroof"
Kia,Swift,XL,CNG,Needs Replacement,2018.0,Second,58-246-5813,28130.0,221861.0,Automatic,Grey,Major Service at 70643 km,No Current Insurance,Available,"Music System, Sunroof, Alloy Wheels"
Hyundai,Elantra,EX,Diesel,New,2022.0,First,12-278-6079,47273.0,352674.0,Manual,Maroon,Full Service History,Valid Until [date],Not Available,"Music System, Sunroof"
Hyundai,Accord,GT,Diesel,Needs Replacement,2019.0,Second,37-794-9675,144954.0,260575.0,Automatic,Black,Full Service History,No Current Insurance,Available,Sunroof
Honda,Kwid,XL,Diesel,New,2016.0,Second,53-507-8613,185982.0,878640.0,Manual,Grey,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels"
Nissan,Sunny,SL,Petrol,Used,2023.0,Third,27-792-3137,176604.0,992100.0,Automatic,Grey,Major Service at 135808 km,No Current Insurance,Available,"Leather Seats, Music System, GPS, Alloy Wheels"
Toyota,Swift,EX,Diesel,Used,2023.0,Second,65-730-6286,105778.0,757234.0,Manual,White,Full Service History,Valid Until [date],Not Available,"GPS, Music System"
Kia,Sunny,EX,Diesel,New,2024.0,Third,63-356-7610,21650.0,287531.0,Manual,Black,Full Service History,Valid Until [date],Not Available,GPS
Chevrolet,Sunny,SE,Petrol,New,2018.0,Second,71-200-2036,149361.0,650445.0,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Available,"Leather Seats, Sunroof, Music System"
Honda,Elantra,SL,Petrol,Used,2019.0,Second,50-680-8113,142001.0,756103.0,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, Music System, Leather Seats"
Chevrolet,Seltos,XL,CNG,Used,2023.0,Third,40-772-3834,44582.0,302983.0,Automatic (Tiptronic),Maroon,No Service Record,No Current Insurance,Not Available,Alloy Wheels
Chevrolet,F-150,XL,CNG,New,2017.0,First,33-662-7605,22506.0,578202.0,Automatic,Maroon,No Service Record,No Current Insurance,Not Available,Sunroof
Chevrolet,Kwid,Highline,CNG,New,2019.0,Second,81-961-9244,15502.0,388665.0,Manual,Black,Major Service at 120800 km,Valid Until [date],Available,Sunroof
Maruti Suzuki,Seltos,RXE,CNG,Needs Replacement,2016.0,Second,47-107-3003,120444.0,657073.0,Automatic,Silver,No Service Record,No Current Insurance,Not Available,"Sunroof, Leather Seats"
Kia,Camry,SL,Petrol,Used,2022.0,First,58-812-2170,42140.0,524833.0,Manual,White,No Service Record,No Current Insurance,Available,"Music System, Alloy Wheels"
Volkswagen,Swift,SL,Petrol,Used,2024.0,Second,17-259-1077,109624.0,797319.0,Manual,Gold,No Service Record,Valid Until [date],Not Available,Music System
Renault,Swift,RXE,CNG,Needs Replacement,2023.0,Third,82-192-4043,149689.0,607712.0,Manual,Grey,Full Service History,Valid Until [date],Not Available,"Sunroof, Leather Seats, Alloy Wheels, Music System"
Ford,F-150,LE,Petrol,New,2019.0,Second,93-787-5845,82252.0,726473.0,Automatic,Red,Full Service History,Valid Until [date],Available,Music System
Honda,F-150,LE,CNG,New,2020.0,Third,47-676-7305,144199.0,747976.0,Manual,Gold,Full Service History,No Current Insurance,Available,"Sunroof, GPS, Music System, Leather Seats"
Toyota,F-150,SE,Diesel,New,2017.0,First,13-647-7331,120818.0,575342.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof, Alloy Wheels"
Hyundai,Elantra,Highline,Diesel,New,2018.0,Third,52-374-7277,36266.0,366030.0,Manual,Maroon,No Service Record,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Music System"
Nissan,Cruze,GT,CNG,Used,2021.0,Second,80-199-1518,135105.0,820601.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,Sunroof
Toyota,F-150,LE,CNG,New,2023.0,First,35-288-9495,78268.0,350109.0,Automatic (Tiptronic),Grey,Major Service at 68112 km,No Current Insurance,Not Available,Sunroof
Hyundai,F-150,LE,CNG,New,2017.0,Third,69-188-3863,179568.0,554327.0,Manual,Red,Full Service History,No Current Insurance,Available,Sunroof
Volkswagen,Seltos,EX,Petrol,Needs Replacement,2017.0,Third,86-101-6859,185789.0,689657.0,Automatic,Blue,No Service Record,Valid Until [date],Available,GPS
Ford,Kwid,Highline,Diesel,New,2015.0,Second,79-706-6809,184845.0,738717.0,Automatic,Silver,Major Service at 149772 km,Valid Until [date],Available,"Sunroof, Alloy Wheels, Leather Seats"
Renault,Kwid,GT,Petrol,Used,2021.0,First,45-724-7877,180813.0,802206.0,Automatic (Tiptronic),Maroon,Major Service at 52623 km,No Current Insurance,Not Available,Leather Seats
Kia,Sunny,SL,Petrol,Needs Replacement,2020.0,First,98-460-1476,95491.0,776132.0,Manual,Red,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats"
Renault,Cruze,LE,CNG,Needs Replacement,2018.0,First,19-618-9810,133643.0,529087.0,Manual,Grey,No Service Record,Valid Until [date],Available,"Leather Seats, GPS"
Honda,Swift,RXE,Petrol,Needs Replacement,2023.0,Third,66-448-7691,36975.0,259640.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,Music System
Kia,Swift,LE,CNG,New,2018.0,Second,10-211-7388,146809.0,620773.0,Automatic (Tiptronic),Red,Major Service at 94947 km,No Current Insurance,Available,"GPS, Music System, Leather Seats, Alloy Wheels"
Chevrolet,F-150,SE,Diesel,Used,2017.0,First,60-888-2375,132924.0,830030.0,Manual,Blue,Full Service History,Valid Until [date],Not Available,"GPS, Music System, Sunroof"
Volkswagen,Camry,GT,Diesel,New,2018.0,Second,21-102-9565,103452.0,771187.0,Manual,Maroon,No Service Record,No Current Insurance,Available,"Sunroof, GPS, Alloy Wheels"
Toyota,Seltos,Highline,Diesel,New,2019.0,Third,45-525-3910,176584.0,811778.0,Manual,Silver,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels, Leather Seats, Sunroof"
Toyota,Polo,RXE,Diesel,Needs Replacement,2021.0,First,37-808-6426,90050.0,720689.0,Manual,Red,Full Service History,Valid Until [date],Available,Sunroof
Honda,Seltos,SE,Diesel,New,2021.0,Second,68-975-5293,34840.0,437412.0,Automatic,Grey,No Service Record,Valid Until [date],Available,Music System
Kia,Cruze,XL,Petrol,Needs Replacement,2016.0,Second,66-830-9191,181248.0,503250.0,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"Music System, Alloy Wheels, Sunroof, GPS"
Maruti Suzuki,F-150,ZXI,Petrol,Needs Replacement,2019.0,Second,45-276-1787,47048.0,298675.0,Automatic,Red,No Service Record,Valid Until [date],Not Available,"Leather Seats, Sunroof"
Renault,Sunny,RXE,CNG,Needs Replacement,2020.0,Third,50-327-3615,71105.0,474496.0,Manual,Gold,Full Service History,No Current Insurance,Not Available,Sunroof
Nissan,Seltos,GT,Diesel,Used,2022.0,First,84-206-5867,143407.0,228174.0,Manual,Black,Full Service History,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, GPS, Music System"
Honda,Elantra,XL,Petrol,Needs Replacement,2018.0,Second,67-771-7795,118805.0,978481.0,Automatic (Tiptronic),Maroon,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, GPS"
Renault,Camry,Highline,Diesel,Needs Replacement,2019.0,Third,33-668-4615,30809.0,390755.0,Automatic,Blue,No Service Record,No Current Insurance,Available,"Alloy Wheels, Leather Seats, GPS, Sunroof"
Kia,F-150,EX,Petrol,Needs Replacement,2024.0,Second,24-550-4338,113106.0,789234.0,Manual,Grey,Major Service at 74160 km,Valid Until [date],Available,"Music System, GPS, Sunroof, Leather Seats"
Nissan,Seltos,EX,CNG,New,2022.0,Third,86-314-6217,145457.0,545170.0,Automatic,Red,Major Service at 115076 km,Valid Until [date],Not Available,"Music System, Leather Seats"
Hyundai,F-150,EX,Petrol,Needs Replacement,2016.0,First,59-519-2595,85945.0,843456.0,Automatic (Tiptronic),Maroon,Major Service at 132306 km,No Current Insurance,Available,Leather Seats
Hyundai,Swift,RXE,Diesel,New,2022.0,First,12-706-5482,68986.0,986774.0,Automatic,White,Major Service at 59445 km,No Current Insurance,Not Available,Sunroof
Chevrolet,Polo,EX,Petrol,Used,2019.0,First,29-951-3807,75433.0,929919.0,Automatic (Tiptronic),Blue,Full Service History,No Current Insurance,Not Available,"Music System, Sunroof"
Renault,Accord,ZXI,CNG,Used,2021.0,Second,93-943-9001,28840.0,642555.0,Manual,Maroon,Major Service at 58538 km,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Sunroof, Music System"
Toyota,Sunny,SL,Diesel,New,2015.0,First,35-479-8409,24373.0,900125.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,Sunroof
Ford,Camry,SE,CNG,Needs Replacement,2019.0,First,43-312-8081,106615.0,700060.0,Automatic,Silver,Full Service History,No Current Insurance,Not Available,"Music System, GPS"
Toyota,Cruze,LE,Petrol,Needs Replacement,2024.0,Second,26-478-7970,123293.0,518374.0,Automatic (Tiptronic),Red,Major Service at 101646 km,Valid Until [date],Not Available,"Sunroof, GPS, Music System, Leather Seats"
Volkswagen,Seltos,RXE,CNG,Used,2024.0,Third,45-107-5490,136033.0,654382.0,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Available,"Music System, GPS, Alloy Wheels, Leather Seats"
Chevrolet,Sunny,ZXI,CNG,New,2018.0,Third,49-473-2972,45196.0,233598.0,Automatic (Tiptronic),Red,Major Service at 123898 km,No Current Insurance,Available,"GPS, Leather Seats"
Hyundai,Cruze,LE,CNG,Needs Replacement,2021.0,Third,21-922-3626,29467.0,902883.0,Manual,Maroon,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Renault,F-150,ZXI,CNG,Used,2018.0,Second,21-504-2674,104255.0,607268.0,Automatic,Maroon,Major Service at 103303 km,No Current Insurance,Available,Alloy Wheels
Renault,Kwid,SL,CNG,New,2019.0,First,96-986-3616,23916.0,776351.0,Manual,Blue,Full Service History,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels"
Volkswagen,Swift,LE,CNG,Needs Replacement,2020.0,Third,32-886-5777,168616.0,768716.0,Manual,White,Major Service at 67327 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, GPS"
Chevrolet,Camry,LE,Diesel,Needs Replacement,2024.0,First,66-679-7482,116390.0,984558.0,Manual,Black,Full Service History,No Current Insurance,Not Available,"Sunroof, GPS, Leather Seats, Music System"
Kia,Sunny,SL,CNG,Used,2020.0,First,92-711-7179,127205.0,969666.0,Manual,Maroon,Major Service at 141599 km,No Current Insurance,Not Available,GPS
Ford,F-150,LE,Diesel,Needs Replacement,2017.0,Second,82-982-1905,74286.0,745949.0,Automatic,Black,Major Service at 95199 km,No Current Insurance,Available,Alloy Wheels
Chevrolet,Seltos,EX,CNG,New,2020.0,Third,31-167-5521,11334.0,416522.0,Automatic (Tiptronic),Blue,Full Service History,No Current Insurance,Available,"Music System, Leather Seats, GPS, Alloy Wheels"
Renault,Camry,GT,Diesel,Used,2019.0,First,27-476-3947,123797.0,270579.0,Automatic (Tiptronic),Gold,Major Service at 125648 km,Valid Until [date],Not Available,Sunroof
Nissan,Accord,XL,CNG,Used,2019.0,First,47-366-7848,182231.0,245155.0,Manual,Black,Major Service at 147986 km,Valid Until [date],Not Available,Music System
Kia,Cruze,EX,Petrol,Used,2018.0,Third,81-778-3330,195363.0,672748.0,Automatic,Black,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, Sunroof"
Kia,F-150,SL,Diesel,Used,2022.0,Second,38-313-6561,162649.0,491255.0,Manual,White,Full Service History,No Current Insurance,Not Available,"Leather Seats, GPS, Music System"
Chevrolet,Accord,XL,Diesel,New,2015.0,Third,42-626-6802,170261.0,245990.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,"GPS, Music System, Leather Seats, Alloy Wheels"
Toyota,Elantra,LE,CNG,Used,2019.0,Third,84-551-9191,126218.0,233482.0,Automatic,Grey,Full Service History,Valid Until [date],Available,Sunroof
Nissan,Seltos,LE,Diesel,Needs Replacement,2017.0,Second,43-918-6057,114853.0,708158.0,Manual,Gold,Major Service at 94054 km,Valid Until [date],Available,GPS
Volkswagen,Swift,SL,Diesel,New,2015.0,Third,44-414-9310,38326.0,680913.0,Automatic (Tiptronic),Red,Major Service at 73738 km,No Current Insurance,Not Available,"Music System, Sunroof, Leather Seats, Alloy Wheels"
Hyundai,Elantra,XL,Petrol,Needs Replacement,2017.0,First,32-313-8759,11653.0,379510.0,Automatic,Grey,Major Service at 71275 km,No Current Insurance,Available,"Music System, Sunroof, Alloy Wheels, GPS"
Kia,Elantra,SE,CNG,Needs Replacement,2015.0,Second,52-645-5377,116085.0,313324.0,Manual,Grey,No Service Record,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Nissan,Elantra,LE,Diesel,New,2024.0,First,34-689-6479,129107.0,986623.0,Manual,Blue,No Service Record,Valid Until [date],Not Available,Alloy Wheels
Renault,Accord,GT,Diesel,New,2016.0,Third,70-613-5075,113453.0,938277.0,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,GPS
Renault,F-150,Highline,Diesel,Needs Replacement,2016.0,Third,79-286-4254,122798.0,546591.0,Automatic,Black,No Service Record,No Current Insurance,Not Available,Alloy Wheels
Maruti Suzuki,F-150,LE,CNG,Used,2018.0,Third,32-837-9505,40879.0,437923.0,Manual,Gold,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, Music System, Leather Seats, GPS"
Renault,Seltos,SE,Diesel,Needs Replacement,2021.0,First,86-895-7219,53008.0,548668.0,Manual,Silver,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, GPS, Music System"
Renault,Kwid,GT,Diesel,New,2016.0,Third,18-708-1908,76851.0,970125.0,Manual,Maroon,No Service Record,Valid Until [date],Available,Sunroof
Maruti Suzuki,Polo,SE,Petrol,Needs Replacement,2024.0,Second,72-428-6536,193082.0,402531.0,Manual,Silver,Major Service at 113371 km,Valid Until [date],Available,"Music System, Alloy Wheels"
Renault,Polo,Highline,CNG,Used,2018.0,First,52-332-9633,79042.0,632674.0,Automatic,Black,No Service Record,Valid Until [date],Not Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Chevrolet,Polo,XL,Diesel,Used,2023.0,First,19-261-8289,51203.0,636202.0,Automatic (Tiptronic),Maroon,Major Service at 70661 km,Valid Until [date],Not Available,Sunroof
Nissan,Accord,XL,Petrol,Needs Replacement,2019.0,Third,30-552-6493,164763.0,888280.0,Automatic,Blue,Major Service at 144801 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, GPS"
Volkswagen,Sunny,EX,CNG,New,2018.0,Third,28-494-4760,164964.0,227658.0,Manual,Grey,Major Service at 73187 km,Valid Until [date],Not Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Renault,Sunny,SE,CNG,Needs Replacement,2023.0,Second,81-644-8923,128270.0,889213.0,Automatic,Red,Major Service at 93859 km,No Current Insurance,Not Available,Sunroof
Chevrolet,Sunny,ZXI,Diesel,New,2020.0,Second,96-118-6208,164142.0,248217.0,Manual,Black,No Service Record,Valid Until [date],Available,Leather Seats
Kia,Camry,Highline,Diesel,Used,2021.0,Second,64-563-1447,48110.0,882002.0,Automatic (Tiptronic),Silver,Major Service at 117445 km,Valid Until [date],Not Available,Leather Seats
Renault,Cruze,LE,CNG,Used,2015.0,First,59-485-2168,159680.0,559795.0,Manual,Grey,No Service Record,Valid Until [date],Available,"Alloy Wheels, GPS, Sunroof, Music System"
Maruti Suzuki,Sunny,XL,Diesel,New,2016.0,Third,67-539-3241,175045.0,247867.0,Manual,Gold,No Service Record,No Current Insurance,Not Available,Sunroof
Volkswagen,Camry,SL,Diesel,Needs Replacement,2022.0,First,49-516-2248,98664.0,811564.0,Manual,Black,No Service Record,Valid Until [date],Available,Sunroof
Chevrolet,Polo,GT,CNG,Needs Replacement,2018.0,Second,52-642-9053,146733.0,987043.0,Automatic,White,Full Service History,Valid Until [date],Available,Alloy Wheels
Toyota,Kwid,Highline,Petrol,Used,2015.0,Third,16-744-1581,93660.0,422372.0,Automatic,Blue,Full Service History,No Current Insurance,Available,"Music System, Sunroof, Leather Seats, Alloy Wheels"
Honda,Camry,LE,Petrol,New,2019.0,Third,87-567-1447,182229.0,843872.0,Automatic (Tiptronic),Black,Major Service at 63561 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels"
Chevrolet,Kwid,SL,CNG,Needs Replacement,2022.0,Third,47-116-1234,84658.0,619280.0,Automatic,Silver,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof"
Honda,Cruze,RXE,Petrol,New,2016.0,First,62-637-2657,120970.0,266245.0,Automatic (Tiptronic),Gold,Major Service at 93318 km,Valid Until [date],Available,"Leather Seats, Alloy Wheels, Music System, Sunroof"
Hyundai,Polo,RXE,CNG,Needs Replacement,2021.0,Second,97-560-1590,53939.0,496758.0,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,Sunroof
Hyundai,Polo,EX,CNG,Used,2015.0,Third,97-149-4335,52044.0,664243.0,Manual,Blue,Full Service History,No Current Insurance,Available,"Leather Seats, Music System"
Nissan,Elantra,SL,Petrol,New,2015.0,Third,49-826-5440,175466.0,828502.0,Manual,Red,Full Service History,No Current Insurance,Not Available,"GPS, Sunroof, Leather Seats"
Nissan,Polo,EX,Petrol,Used,2017.0,Third,72-229-6414,61396.0,750844.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Not Available,"Leather Seats, Sunroof, Music System, GPS"
Nissan,Seltos,EX,Diesel,New,2023.0,Third,32-811-4857,90519.0,598713.0,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Available,"Music System, Sunroof, Alloy Wheels"
Honda,Accord,XL,CNG,Used,2015.0,Second,33-999-1645,52112.0,981702.0,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Available,"Sunroof, Alloy Wheels, GPS"
Chevrolet,Swift,GT,Petrol,Needs Replacement,2019.0,Third,83-684-9451,152243.0,908083.0,Manual,Maroon,Full Service History,No Current Insurance,Not Available,Sunroof
Toyota,Polo,ZXI,Petrol,Used,2015.0,Third,79-571-1205,80122.0,435701.0,Manual,Red,Full Service History,No Current Insurance,Available,"Sunroof, Music System, Alloy Wheels, GPS"
Hyundai,Elantra,XL,CNG,Needs Replacement,2019.0,Second,93-471-9123,157397.0,829764.0,Manual,Red,Major Service at 80545 km,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Honda,Camry,ZXI,Diesel,Used,2020.0,Third,84-746-6736,108708.0,926886.0,Manual,Grey,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Music System, GPS"
Renault,Seltos,SL,Petrol,Needs Replacement,2024.0,Second,96-591-2301,21048.0,512984.0,Automatic,Maroon,No Service Record,No Current Insurance,Available,"Leather Seats, GPS, Sunroof"
Honda,Accord,Highline,Petrol,New,2020.0,Second,10-821-8119,139319.0,300985.0,Manual,Black,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, GPS, Alloy Wheels"
Nissan,Sunny,SE,Petrol,Used,2022.0,Third,57-410-1808,196929.0,281901.0,Manual,Red,No Service Record,No Current Insurance,Available,"Music System, Leather Seats"
Toyota,Elantra,LE,CNG,Used,2018.0,First,54-927-8679,151864.0,942832.0,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Available,"Sunroof, Alloy Wheels, Leather Seats"
